qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,slen,aln_pct_qlen,aln_pct_slen
CDS_NZ_CP065432.1_2701478_2702657_neg,CDS_NZ_CP065432.1_2819202_2820381_neg,100.0,392,0,0,1,392,1,392,0.0,804.0,392,392,100.0,100.0
CDS_NZ_CP065432.1_1207188_1208274_pos,CDS_NZ_CP065432.1_2708185_2709271_neg,100.0,361,0,0,1,361,1,361,0.0,744.0,361,361,100.0,100.0
CDS_NZ_CP065432.1_2274884_2275925_neg,CDS_NZ_CP065432.1_2276368_2277552_pos,100.0,346,0,0,1,346,1,346,0.0,699.0,346,346,100.0,100.0
CDS_NZ_CP065432.1_1209311_1210328_pos,CDS_NZ_CP065432.1_2706131_2707148_neg,100.0,338,0,0,1,338,1,338,0.0,695.0,338,338,100.0,100.0
CDS_NZ_CP065432.1_238565_239567_neg,CDS_NZ_CP065432.1_239678_240581_neg,100.0,333,0,0,1,333,1,333,0.0,690.0,333,333,100.0,100.0
CDS_NZ_CP065432.1_1219362_1220355_pos,CDS_NZ_CP065432.1_2696104_2697097_neg,100.0,330,0,0,1,330,1,330,0.0,686.0,330,330,100.0,100.0
CDS_NZ_CP065432.1_390244_391222_neg,CDS_NZ_CP065432.1_391591_392776_pos,100.0,325,0,0,1,325,1,325,0.0,677.0,325,325,100.0,100.0
CDS_NZ_CP065432.1_1186484_1187471_pos,CDS_NZ_CP065432.1_2730080_2731178_pos,100.0,328,0,0,1,328,1,328,0.0,677.0,328,328,100.0,100.0
CDS_NZ_CP065432.1_1186484_1187471_pos,CDS_NZ_CP065432.1_2728930_2729917_neg,100.0,328,0,0,1,328,1,328,0.0,677.0,328,328,100.0,100.0
CDS_NZ_CP065432.1_2728930_2729917_neg,CDS_NZ_CP065432.1_2730080_2731178_pos,100.0,328,0,0,1,328,1,328,0.0,677.0,328,328,100.0,100.0
CDS_NZ_CP065432.1_1196693_1197623_pos,CDS_NZ_CP065432.1_2718836_2719766_neg,100.0,309,0,0,1,309,1,309,0.0,644.0,309,309,100.0,100.0
CDS_NZ_CP065432.1_1215077_1215995_pos,CDS_NZ_CP065432.1_2700464_2701382_neg,100.0,305,0,0,1,305,1,305,0.0,624.0,305,305,100.0,100.0
CDS_NZ_CP065432.1_1194945_1195863_pos,CDS_NZ_CP065432.1_2720596_2721514_neg,100.0,305,0,0,1,305,1,305,0.0,622.0,305,305,100.0,100.0
CDS_NZ_CP065432.1_3070328_3071276_pos,CDS_NZ_CP065432.1_3342867_3343821_neg,94.286,315,18,0,1,315,1,315,0.0,622.0,315,317,100.0,99.37
CDS_NZ_CP065432.1_2261855_2262758_pos,CDS_NZ_CP065432.1_2262849_2263885_neg,100.0,300,0,0,1,300,1,300,0.0,613.0,300,300,100.0,100.0
CDS_NZ_CP065432.1_66853_67792_pos,CDS_NZ_CP065432.1_67970_69313_pos,100.0,312,0,0,1,312,1,312,0.0,612.0,312,312,100.0,100.0
CDS_NZ_CP065432.1_1891573_1892458_pos,CDS_NZ_CP065432.1_1892998_1894273_pos,100.0,294,0,0,1,294,1,294,0.0,601.0,294,294,100.0,100.0
CDS_NZ_CP065432.1_1190794_1191652_neg,CDS_NZ_CP065432.1_2724749_2725607_pos,100.0,285,0,0,1,285,1,285,0.0,597.0,285,285,100.0,100.0
CDS_NZ_CP065432.1_2839423_2840305_neg,CDS_NZ_CP065432.1_2840297_2840597_neg,100.0,293,0,0,1,293,1,293,0.0,592.0,293,293,100.0,100.0
CDS_NZ_CP065432.1_1195855_1196701_pos,CDS_NZ_CP065432.1_2719758_2720604_neg,100.0,281,0,0,1,281,1,281,0.0,588.0,281,281,100.0,100.0
CDS_NZ_CP065432.1_3987132_3987999_neg,CDS_NZ_CP065432.1_3988106_3989035_pos,100.0,288,0,0,1,288,1,288,0.0,584.0,288,288,100.0,100.0
CDS_NZ_CP065432.1_1215077_1215995_pos,CDS_NZ_CP065432.1_2818232_2819150_neg,87.213,305,39,0,1,305,1,305,0.0,563.0,305,305,100.0,100.0
CDS_NZ_CP065432.1_2700464_2701382_neg,CDS_NZ_CP065432.1_2818232_2819150_neg,87.213,305,39,0,1,305,1,305,0.0,563.0,305,305,100.0,100.0
CDS_NZ_CP065432.1_1187490_1188279_neg,CDS_NZ_CP065432.1_2728122_2728911_pos,100.0,262,0,0,1,262,1,262,0.0,547.0,262,262,100.0,100.0
CDS_NZ_CP065432.1_1216955_1217747_pos,CDS_NZ_CP065432.1_2698712_2699504_neg,100.0,263,0,0,1,263,1,263,0.0,534.0,263,263,100.0,100.0
CDS_NZ_CP065432.1_244563_245343_pos,CDS_NZ_CP065432.1_245476_245817_pos,100.0,259,0,0,1,259,1,259,0.0,529.0,259,259,100.0,100.0
CDS_NZ_CP065432.1_428075_428840_neg,CDS_NZ_CP065432.1_428842_428964_neg,100.0,254,0,0,1,254,1,254,0.0,521.0,254,254,100.0,100.0
CDS_NZ_CP065432.1_1197615_1198365_pos,CDS_NZ_CP065432.1_2718094_2718844_neg,100.0,249,0,0,1,249,1,249,0.0,521.0,249,249,100.0,100.0
CDS_NZ_CP065432.1_766248_766959_pos,CDS_NZ_CP065432.1_767242_767372_pos,100.0,236,0,0,1,236,1,236,5.5499999999999975e-180,489.0,236,236,100.0,100.0
CDS_NZ_CP065432.1_2868243_2868936_pos,CDS_NZ_CP065432.1_2868993_2869158_neg,100.0,230,0,0,1,230,1,230,3.959999999999998e-176,479.0,230,230,100.0,100.0
CDS_NZ_CP065432.1_1208568_1209294_pos,CDS_NZ_CP065432.1_2707165_2707891_neg,100.0,241,0,0,1,241,1,241,6.529999999999999e-176,480.0,241,241,100.0,100.0
CDS_NZ_CP065432.1_1217844_1218525_pos,CDS_NZ_CP065432.1_2815593_2816274_neg,100.0,226,0,0,1,226,1,226,4.6199999999999984e-169,461.0,226,226,100.0,100.0
CDS_NZ_CP065432.1_1217844_1218525_pos,CDS_NZ_CP065432.1_2697934_2698615_neg,100.0,226,0,0,1,226,1,226,4.6199999999999984e-169,461.0,226,226,100.0,100.0
CDS_NZ_CP065432.1_2697934_2698615_neg,CDS_NZ_CP065432.1_2815593_2816274_neg,100.0,226,0,0,1,226,1,226,4.6199999999999984e-169,461.0,226,226,100.0,100.0
CDS_NZ_CP065432.1_1755055_1755727_pos,CDS_NZ_CP065432.1_1801925_1802597_neg,100.0,223,0,0,1,223,1,223,1.0299999999999998e-165,452.0,223,223,100.0,100.0
CDS_NZ_CP065432.1_1755745_1756399_pos,CDS_NZ_CP065432.1_1801253_1801907_neg,99.07799999999999,217,2,0,1,217,1,217,7.169999999999997e-160,437.0,217,217,100.0,100.0
CDS_NZ_CP065432.1_1635993_1636623_pos,CDS_NZ_CP065432.1_1636773_1639046_pos,100.0,209,0,0,1,209,1,209,3.5199999999999994e-158,432.0,209,209,100.0,100.0
CDS_NZ_CP065432.1_1190205_1190814_neg,CDS_NZ_CP065432.1_2725587_2726196_pos,100.0,202,0,0,1,202,1,202,5.1999999999999973e-154,421.0,202,202,100.0,100.0
CDS_NZ_CP065432.1_604521_605163_neg,CDS_NZ_CP065432.1_605289_606500_pos,100.0,213,0,0,1,213,1,213,6.069999999999998e-154,422.0,213,213,100.0,100.0
CDS_NZ_CP065432.1_1224869_1225457_pos,CDS_NZ_CP065432.1_2810212_2810800_neg,100.0,195,0,0,1,195,1,195,1.3399999999999998e-145,399.0,195,195,100.0,100.0
CDS_NZ_CP065432.1_1224869_1225457_pos,CDS_NZ_CP065432.1_2691002_2691590_neg,100.0,195,0,0,1,195,1,195,1.3399999999999998e-145,399.0,195,195,100.0,100.0
CDS_NZ_CP065432.1_2691002_2691590_neg,CDS_NZ_CP065432.1_2810212_2810800_neg,100.0,195,0,0,1,195,1,195,1.3399999999999998e-145,399.0,195,195,100.0,100.0
CDS_NZ_CP065432.1_1200825_1201362_pos,CDS_NZ_CP065432.1_2715097_2715634_neg,100.0,178,0,0,1,178,1,178,3.9799999999999986e-136,374.0,178,178,100.0,100.0
CDS_NZ_CP065432.1_1230879_1231434_pos,CDS_NZ_CP065432.1_2685025_2685580_neg,100.0,184,0,0,1,184,1,184,8.459999999999998e-136,374.0,184,184,100.0,100.0
CDS_NZ_CP065432.1_1212351_1212882_pos,CDS_NZ_CP065432.1_2703577_2704108_neg,100.0,176,0,0,1,176,1,176,5.679999999999998e-134,369.0,176,176,100.0,100.0
CDS_NZ_CP065432.1_1199285_1199810_pos,CDS_NZ_CP065432.1_2717175_2717513_neg,100.0,174,0,0,1,174,1,174,3.479999999999999e-128,353.0,174,174,100.0,100.0
CDS_NZ_CP065432.1_1199285_1199810_pos,CDS_NZ_CP065432.1_2716649_2717174_neg,100.0,174,0,0,1,174,1,174,3.479999999999999e-128,353.0,174,174,100.0,100.0
CDS_NZ_CP065432.1_2716649_2717174_neg,CDS_NZ_CP065432.1_2717175_2717513_neg,100.0,174,0,0,1,174,1,174,3.479999999999999e-128,353.0,174,174,100.0,100.0
CDS_NZ_CP065432.1_1189371_1189881_neg,CDS_NZ_CP065432.1_2726520_2727030_pos,100.0,169,0,0,1,169,1,169,1.2199999999999996e-127,352.0,169,169,100.0,100.0
CDS_NZ_CP065432.1_1225947_1226454_pos,CDS_NZ_CP065432.1_2690005_2690512_neg,100.0,168,0,0,1,168,1,168,9.379999999999996e-127,350.0,168,168,100.0,100.0
CDS_NZ_CP065432.1_1216066_1216576_pos,CDS_NZ_CP065432.1_2699883_2700393_neg,100.0,169,0,0,1,169,1,169,2.7499999999999993e-126,348.0,169,169,100.0,100.0
CDS_NZ_CP065432.1_1910444_1910963_pos,CDS_NZ_CP065432.1_1910967_1911045_pos,100.0,172,0,0,1,172,1,172,2.3399999999999998e-123,341.0,172,172,100.0,100.0
CDS_NZ_CP065432.1_1203011_1203494_pos,CDS_NZ_CP065432.1_2712965_2713448_neg,100.0,160,0,0,1,160,1,160,1.5899999999999996e-122,338.0,160,160,100.0,100.0
CDS_NZ_CP065432.1_1486739_1487294_pos,CDS_NZ_CP065432.1_2497554_2498115_neg,87.5,184,23,0,1,184,1,184,1.4999999999999995e-121,338.0,184,186,100.0,98.92
CDS_NZ_CP065432.1_2798867_2799356_pos,CDS_NZ_CP065432.1_2799471_2799588_pos,100.0,162,0,0,1,162,1,162,1.6399999999999992e-120,333.0,162,162,100.0,100.0
CDS_NZ_CP065432.1_2479191_2479695_neg,CDS_NZ_CP065432.1_2479711_2480405_neg,100.0,167,0,0,1,167,1,167,2.9499999999999995e-120,333.0,167,167,100.0,100.0
CDS_NZ_CP065432.1_2996885_2997371_neg,CDS_NZ_CP065432.1_2997444_2997889_neg,100.0,161,0,0,1,161,1,161,4.089999999999999e-118,327.0,161,161,100.0,100.0
CDS_NZ_CP065432.1_1225947_1226454_pos,CDS_NZ_CP065432.1_2809215_2809722_neg,89.286,168,18,0,1,168,1,168,1.9099999999999997e-116,323.0,168,168,100.0,100.0
CDS_NZ_CP065432.1_2690005_2690512_neg,CDS_NZ_CP065432.1_2809215_2809722_neg,89.286,168,18,0,1,168,1,168,1.9099999999999997e-116,323.0,168,168,100.0,100.0
CDS_NZ_CP065432.1_1203795_1204257_pos,CDS_NZ_CP065432.1_2712202_2712664_neg,100.0,153,0,0,1,153,1,153,3.1899999999999988e-114,317.0,153,153,100.0,100.0
CDS_NZ_CP065432.1_2559176_2559623_neg,CDS_NZ_CP065432.1_2559808_2561021_pos,100.0,148,0,0,1,148,1,148,2.4399999999999992e-110,306.0,148,148,100.0,100.0
CDS_NZ_CP065432.1_859648_860110_neg,CDS_NZ_CP065432.1_860721_861983_pos,100.0,153,0,0,1,153,1,153,1.19e-109,305.0,153,153,100.0,100.0
CDS_NZ_CP065432.1_1525040_1525475_neg,CDS_NZ_CP065432.1_1525474_1526440_neg,100.0,144,0,0,1,144,1,144,2.7899999999999994e-107,298.0,144,144,100.0,100.0
CDS_NZ_CP065432.1_968951_969389_neg,CDS_NZ_CP065432.1_969574_969986_pos,100.0,145,0,0,1,145,1,145,2.909999999999999e-107,298.0,145,145,100.0,100.0
CDS_NZ_CP065432.1_1199806_1200232_pos,CDS_NZ_CP065432.1_2716227_2716653_neg,100.0,141,0,0,1,141,1,141,7.869999999999999e-106,295.0,141,141,100.0,100.0
CDS_NZ_CP065433.1_2209_2638_neg,CDS_NZ_CP065434.1_2202_2631_neg,100.0,142,0,0,1,142,1,142,2.1899999999999993e-104,291.0,142,142,100.0,100.0
CDS_NZ_CP065433.1_2209_2638_neg,CDS_NZ_CP065433.1_5550_5979_pos,100.0,142,0,0,1,142,1,142,2.1899999999999993e-104,291.0,142,142,100.0,100.0
CDS_NZ_CP065433.1_5550_5979_pos,CDS_NZ_CP065434.1_2202_2631_neg,100.0,142,0,0,1,142,1,142,2.1899999999999993e-104,291.0,142,142,100.0,100.0
CDS_NZ_CP065432.1_2626739_2627162_neg,CDS_NZ_CP065432.1_2627240_2627360_neg,100.0,140,0,0,1,140,1,140,8.739999999999997e-104,289.0,140,140,100.0,100.0
CDS_NZ_CP065433.1_1771_2203_neg,CDS_NZ_CP065434.1_1764_2196_neg,100.0,143,0,0,1,143,1,143,1.4599999999999994e-103,289.0,143,143,100.0,100.0
CDS_NZ_CP065433.1_1771_2203_neg,CDS_NZ_CP065433.1_5985_6417_pos,100.0,143,0,0,1,143,1,143,1.4599999999999994e-103,289.0,143,143,100.0,100.0
CDS_NZ_CP065433.1_5985_6417_pos,CDS_NZ_CP065434.1_1764_2196_neg,100.0,143,0,0,1,143,1,143,1.4599999999999994e-103,289.0,143,143,100.0,100.0
CDS_NZ_CP065432.1_1211368_1211791_pos,CDS_NZ_CP065432.1_2704668_2705091_neg,100.0,140,0,0,1,140,1,140,2.28e-102,286.0,140,140,100.0,100.0
CDS_NZ_CP065432.1_1225549_1225948_pos,CDS_NZ_CP065432.1_2690511_2690910_neg,100.0,132,0,0,1,132,1,132,1.9999999999999996e-98,275.0,132,132,100.0,100.0
CDS_NZ_CP065432.1_1211792_1212191_pos,CDS_NZ_CP065432.1_2704268_2704667_neg,100.0,132,0,0,1,132,1,132,1.5099999999999997e-97,273.0,132,132,100.0,100.0
CDS_NZ_CP065432.1_1225549_1225948_pos,CDS_NZ_CP065432.1_2809721_2810120_neg,99.242,132,1,0,1,132,1,132,2.58e-97,272.0,132,132,100.0,100.0
CDS_NZ_CP065432.1_2690511_2690910_neg,CDS_NZ_CP065432.1_2809721_2810120_neg,99.242,132,1,0,1,132,1,132,2.58e-97,272.0,132,132,100.0,100.0
CDS_NZ_CP065432.1_1210971_1211364_pos,CDS_NZ_CP065432.1_2705095_2705488_neg,100.0,130,0,0,1,130,1,130,1.4899999999999998e-95,268.0,130,130,100.0,100.0
CDS_NZ_CP065432.1_1210581_1210968_pos,CDS_NZ_CP065432.1_2705491_2705878_neg,100.0,128,0,0,1,128,1,128,3.499999999999999e-93,261.0,128,128,100.0,100.0
CDS_NZ_CP065432.1_1191850_1192231_neg,CDS_NZ_CP065432.1_2724170_2724551_pos,100.0,126,0,0,1,126,1,126,7.009999999999998e-93,260.0,126,126,100.0,100.0
CDS_NZ_CP065432.1_1226450_1226813_pos,CDS_NZ_CP065432.1_2689646_2690009_neg,100.0,120,0,0,1,120,1,120,4.849999999999999e-88,248.0,120,120,100.0,100.0
CDS_NZ_CP065432.1_1213449_1213803_pos,CDS_NZ_CP065432.1_2702656_2703010_neg,100.0,117,0,0,1,117,1,117,4.7199999999999994e-85,240.0,117,117,100.0,100.0
CDS_NZ_CP065432.1_1230318_1230675_pos,CDS_NZ_CP065432.1_2685784_2686141_neg,100.0,118,0,0,1,118,1,118,2.6999999999999995e-84,238.0,118,118,100.0,100.0
CDS_NZ_CP065432.1_1213449_1213803_pos,CDS_NZ_CP065432.1_2820380_2820734_neg,98.291,117,2,0,1,117,1,117,1.2399999999999998e-83,236.0,117,117,100.0,100.0
CDS_NZ_CP065432.1_2702656_2703010_neg,CDS_NZ_CP065432.1_2820380_2820734_neg,98.291,117,2,0,1,117,1,117,1.2399999999999998e-83,236.0,117,117,100.0,100.0
CDS_NZ_CP065432.1_1198361_1198703_pos,CDS_NZ_CP065432.1_2717756_2718098_neg,100.0,113,0,0,1,113,1,113,1.8399999999999997e-81,231.0,113,113,100.0,100.0
CDS_NZ_CP065432.1_1194282_1194603_pos,CDS_NZ_CP065432.1_2840927_2841248_neg,100.0,106,0,0,1,106,1,106,2.5599999999999997e-76,217.0,106,106,100.0,100.0
CDS_NZ_CP065432.1_1189891_1190209_neg,CDS_NZ_CP065432.1_2726192_2726510_pos,100.0,105,0,0,1,105,1,105,7.609999999999999e-76,216.0,105,105,100.0,100.0
CDS_NZ_CP065432.1_1201956_1202259_pos,CDS_NZ_CP065432.1_2714200_2714503_neg,100.0,100,0,0,1,100,1,100,7.19e-75,213.0,100,100,100.0,100.0
CDS_NZ_CP065432.1_1194282_1194603_pos,CDS_NZ_CP065432.1_2721856_2722177_neg,97.17,106,3,0,1,106,1,106,3.0099999999999994e-73,209.0,106,106,100.0,100.0
CDS_NZ_CP065432.1_2721856_2722177_neg,CDS_NZ_CP065432.1_2840927_2841248_neg,97.17,106,3,0,1,106,1,106,3.0099999999999994e-73,209.0,106,106,100.0,100.0
CDS_NZ_CP065432.1_1200241_1200535_pos,CDS_NZ_CP065432.1_2715924_2716218_neg,100.0,97,0,0,1,97,1,97,3.6999999999999993e-70,201.0,97,97,100.0,100.0
CDS_NZ_CP065432.1_1202429_1202711_pos,CDS_NZ_CP065432.1_2713748_2714030_neg,100.0,93,0,0,1,93,1,93,4.639999999999999e-69,197.0,93,93,100.0,100.0
CDS_NZ_CP065432.1_1194658_1194949_pos,CDS_NZ_CP065432.1_2721510_2721801_neg,100.0,96,0,0,1,96,1,96,1.3e-68,197.0,96,96,100.0,100.0
CDS_NZ_CP065432.1_1929241_1929532_pos,CDS_NZ_CP065432.1_1929908_1930064_pos,100.0,96,0,0,1,96,1,96,8.359999999999998e-67,192.0,96,96,100.0,100.0
CDS_NZ_CP065432.1_1188566_1188839_neg,CDS_NZ_CP065432.1_2727562_2727835_pos,100.0,90,0,0,1,90,1,90,5.979999999999999e-66,189.0,90,90,100.0,100.0
CDS_NZ_CP065432.1_1188840_1189110_neg,CDS_NZ_CP065432.1_2727291_2727561_pos,100.0,89,0,0,1,89,1,89,9.809999999999999e-64,184.0,89,89,100.0,100.0
CDS_NZ_CP065432.1_1200545_1200815_pos,CDS_NZ_CP065432.1_2715644_2715914_neg,100.0,89,0,0,1,89,1,89,4.929999999999999e-63,182.0,89,89,100.0,100.0
CDS_NZ_CP065432.1_2738063_2738339_neg,CDS_NZ_CP065432.1_2738296_2738486_neg,100.0,91,0,0,1,91,1,91,3.889999999999999e-62,180.0,91,91,100.0,100.0
CDS_NZ_CP065432.1_1189111_1189375_neg,CDS_NZ_CP065432.1_2727026_2727290_pos,100.0,87,0,0,1,87,1,87,1.5499999999999998e-61,178.0,87,87,100.0,100.0
CDS_NZ_CP065432.1_1218526_1218790_pos,CDS_NZ_CP065432.1_2815328_2815592_neg,100.0,87,0,0,1,87,1,87,8.39e-61,176.0,87,87,100.0,100.0
CDS_NZ_CP065432.1_1218526_1218790_pos,CDS_NZ_CP065432.1_2697669_2697933_neg,100.0,87,0,0,1,87,1,87,8.39e-61,176.0,87,87,100.0,100.0
CDS_NZ_CP065432.1_2697669_2697933_neg,CDS_NZ_CP065432.1_2815328_2815592_neg,100.0,87,0,0,1,87,1,87,8.39e-61,176.0,87,87,100.0,100.0
CDS_NZ_CP065432.1_1586666_1586918_pos,CDS_NZ_CP065432.1_1587150_1587210_neg,100.0,83,0,0,1,83,1,83,1.25e-59,173.0,83,83,100.0,100.0
CDS_NZ_CP065432.1_1192735_1192963_neg,CDS_NZ_CP065432.1_2723451_2723679_pos,100.0,75,0,0,1,75,1,75,1.13e-53,157.0,75,75,100.0,100.0
CDS_NZ_CP065432.1_1202748_1202976_pos,CDS_NZ_CP065432.1_2713483_2713711_neg,100.0,75,0,0,1,75,1,75,3.3999999999999994e-52,154.0,75,75,100.0,100.0
CDS_NZ_CP065432.1_1218848_1219088_neg,CDS_NZ_CP065432.1_2697371_2697611_pos,100.0,79,0,0,1,79,1,79,3.59e-52,154.0,79,79,100.0,100.0
CDS_NZ_CP065432.1_1208270_1208483_pos,CDS_NZ_CP065432.1_2707976_2708189_neg,100.0,70,0,0,1,70,1,70,1.6600000000000001e-49,147.0,70,70,100.0,100.0
CDS_NZ_CP065432.1_1230671_1230890_pos,CDS_NZ_CP065432.1_2685569_2685788_neg,100.0,72,0,0,1,72,1,72,4.77e-49,145.0,72,72,100.0,100.0
CDS_NZ_CP065432.1_1193014_1193230_neg,CDS_NZ_CP065432.1_2723184_2723400_pos,100.0,71,0,0,1,71,1,71,8.479999999999998e-47,140.0,71,71,100.0,100.0
CDS_NZ_CP065432.1_1193014_1193230_neg,CDS_NZ_CP065432.1_2842318_2842534_pos,98.59200000000001,71,1,0,1,71,1,71,6.54e-46,137.0,71,71,100.0,100.0
CDS_NZ_CP065432.1_2723184_2723400_pos,CDS_NZ_CP065432.1_2842318_2842534_pos,98.59200000000001,71,1,0,1,71,1,71,6.54e-46,137.0,71,71,100.0,100.0
CDS_NZ_CP065432.1_1213142_1213343_pos,CDS_NZ_CP065432.1_2703116_2703317_neg,100.0,66,0,0,1,66,1,66,8.71e-46,137.0,66,66,100.0,100.0
CDS_NZ_CP065432.1_1231558_1231756_pos,CDS_NZ_CP065432.1_2684703_2684901_neg,100.0,65,0,0,1,65,1,65,1.6399999999999997e-45,136.0,65,65,100.0,100.0
CDS_NZ_CP065432.1_1212878_1213076_pos,CDS_NZ_CP065432.1_2703383_2703581_neg,100.0,65,0,0,1,65,1,65,2.04e-45,136.0,65,65,100.0,100.0
CDS_NZ_CP065432.1_1198768_1198954_pos,CDS_NZ_CP065432.1_2717505_2717691_neg,100.0,61,0,0,1,61,1,61,7.18e-41,124.0,61,61,100.0,100.0
CDS_NZ_CP065432.1_1198768_1198954_pos,CDS_NZ_CP065432.1_1198946_1199284_pos,100.0,61,0,0,1,61,1,61,7.18e-41,124.0,61,61,100.0,100.0
CDS_NZ_CP065432.1_1198946_1199284_pos,CDS_NZ_CP065432.1_2717505_2717691_neg,100.0,61,0,0,1,61,1,61,7.18e-41,124.0,61,61,100.0,100.0
CDS_NZ_CP065432.1_1191668_1191851_neg,CDS_NZ_CP065432.1_2724550_2724733_pos,100.0,60,0,0,1,60,1,60,2.6499999999999997e-40,122.0,60,60,100.0,100.0
CDS_NZ_CP065432.1_1210339_1210525_pos,CDS_NZ_CP065432.1_2705934_2706120_neg,100.0,61,0,0,1,61,1,61,4.55e-40,122.0,61,61,100.0,100.0
CDS_NZ_CP065432.1_1202266_1202437_pos,CDS_NZ_CP065432.1_2714022_2714193_neg,100.0,56,0,0,1,56,1,56,1.18e-35,110.0,56,56,100.0,100.0
CDS_NZ_CP065432.1_1219210_1219366_pos,CDS_NZ_CP065432.1_2697093_2697249_neg,100.0,51,0,0,1,51,1,51,2.2499999999999997e-32,102.0,51,51,100.0,100.0
CDS_NZ_CP065432.1_3019563_3019665_neg,CDS_NZ_CP065432.1_3020106_3020771_neg,100.0,33,0,0,1,33,1,33,2.46e-20,70.9,33,33,100.0,100.0
