qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,slen,aln_pct_qlen,aln_pct_slen
CDS_CP064352.1_1412679_1414043_pos,CDS_CP064352.1_4922477_4923841_pos,99.78,454,1,0,1,454,1,454,0.0,939.0,454,454,100.0,100.0
CDS_CP064352.1_2596305_2597669_pos,CDS_CP064352.1_4922477_4923841_pos,99.78,454,1,0,1,454,1,454,0.0,939.0,454,454,100.0,100.0
CDS_CP064352.1_2685642_2687006_pos,CDS_CP064352.1_4922477_4923841_pos,99.78,454,1,0,1,454,1,454,0.0,939.0,454,454,100.0,100.0
CDS_CP064352.1_3525601_3526965_neg,CDS_CP064352.1_4922477_4923841_pos,99.78,454,1,0,1,454,1,454,0.0,939.0,454,454,100.0,100.0
CDS_CP064352.1_1412679_1414043_pos,CDS_CP064352.1_2972560_2973924_neg,99.339,454,3,0,1,454,1,454,0.0,933.0,454,454,100.0,100.0
CDS_CP064352.1_2596305_2597669_pos,CDS_CP064352.1_2972560_2973924_neg,99.339,454,3,0,1,454,1,454,0.0,933.0,454,454,100.0,100.0
CDS_CP064352.1_2685642_2687006_pos,CDS_CP064352.1_2972560_2973924_neg,99.339,454,3,0,1,454,1,454,0.0,933.0,454,454,100.0,100.0
CDS_CP064352.1_2972560_2973924_neg,CDS_CP064352.1_3525601_3526965_neg,99.339,454,3,0,1,454,1,454,0.0,933.0,454,454,100.0,100.0
CDS_CP064352.1_2972560_2973924_neg,CDS_CP064352.1_4922477_4923841_pos,99.119,454,4,0,1,454,1,454,0.0,931.0,454,454,100.0,100.0
CDS_CP064352.1_3446465_3447848_neg,CDS_CP064352.1_4175041_4176421_neg,97.391,460,11,1,1,460,1,459,0.0,931.0,460,459,100.0,100.22
CDS_CP064352.1_4075600_4076998_pos,CDS_CP064352.1_4076994_4077986_neg,100.0,465,0,0,1,465,1,465,0.0,926.0,465,465,100.0,100.0
CDS_CP064352.1_1780813_1782157_neg,CDS_CP064352.1_1782166_1783711_neg,100.0,447,0,0,1,447,1,447,0.0,910.0,447,447,100.0,100.0
CDS_CP064352.1_1493860_1495153_pos,CDS_CP064352.1_1495169_1496491_neg,100.0,430,0,0,1,430,1,430,0.0,885.0,430,430,100.0,100.0
CDS_CP064352.1_3840409_3841705_pos,CDS_CP064352.1_3841694_3843027_neg,100.0,431,0,0,1,431,1,431,0.0,882.0,431,431,100.0,100.0
CDS_CP064352.1_864053_865325_pos,CDS_CP064352.1_865362_866643_pos,100.0,423,0,0,1,423,1,423,0.0,874.0,423,423,100.0,100.0
CDS_CP064352.1_3270592_3271894_pos,CDS_CP064352.1_4621906_4623208_pos,99.307,433,3,0,1,433,1,433,0.0,838.0,433,433,100.0,100.0
CDS_CP064352.1_1447905_1449111_neg,CDS_CP064352.1_1449197_1450317_neg,100.0,401,0,0,1,401,1,401,0.0,834.0,401,401,100.0,100.0
CDS_CP064352.1_2198048_2199251_neg,CDS_CP064352.1_2199568_2200128_pos,100.0,400,0,0,1,400,1,400,0.0,831.0,400,400,100.0,100.0
CDS_CP064352.1_2192944_2194147_pos,CDS_CP064352.1_2194189_2195355_neg,100.0,400,0,0,1,400,1,400,0.0,830.0,400,400,100.0,100.0
CDS_CP064352.1_3007057_3008320_pos,CDS_CP064352.1_3008537_3009176_pos,100.0,420,0,0,1,420,1,420,0.0,830.0,420,420,100.0,100.0
CDS_CP064352.1_2721720_2722899_neg,CDS_CP064352.1_2723114_2723251_neg,100.0,392,0,0,1,392,1,392,0.0,806.0,392,392,100.0,100.0
CDS_CP064352.1_3872676_3873861_neg,CDS_CP064352.1_4547717_4548902_pos,100.0,394,0,0,1,394,1,394,0.0,797.0,394,394,100.0,100.0
CDS_CP064352.1_1048040_1049240_neg,CDS_CP064352.1_1049535_1050568_pos,100.0,399,0,0,1,399,1,399,0.0,780.0,399,399,100.0,100.0
CDS_CP064352.1_2399137_2400271_pos,CDS_CP064352.1_2400400_2401506_pos,100.0,377,0,0,1,377,1,377,0.0,758.0,377,377,100.0,100.0
CDS_CP064352.1_1936681_1937701_pos,CDS_CP064352.1_1937710_1938352_pos,100.0,339,0,0,1,339,1,339,0.0,699.0,339,339,100.0,100.0
CDS_CP064352.1_5054613_5055630_neg,CDS_CP064352.1_5055723_5055988_pos,100.0,338,0,0,1,338,1,338,0.0,698.0,338,338,100.0,100.0
CDS_CP064352.1_1662511_1663540_neg,CDS_CP064352.1_1663712_1665306_pos,100.0,342,0,0,1,342,1,342,0.0,692.0,342,342,100.0,100.0
CDS_CP064352.1_2273898_2274900_pos,CDS_CP064352.1_2274910_2276352_pos,100.0,333,0,0,1,333,1,333,0.0,683.0,333,333,100.0,100.0
CDS_CP064352.1_2737598_2738621_neg,CDS_CP064352.1_2740156_2741079_neg,100.0,340,0,0,1,340,1,340,0.0,668.0,340,340,100.0,100.0
CDS_CP064352.1_2737598_2738621_neg,CDS_CP064352.1_2738640_2740124_neg,100.0,340,0,0,1,340,1,340,0.0,668.0,340,340,100.0,100.0
CDS_CP064352.1_2738640_2740124_neg,CDS_CP064352.1_2740156_2741079_neg,100.0,340,0,0,1,340,1,340,0.0,668.0,340,340,100.0,100.0
CDS_CP064352.1_3169757_3170708_pos,CDS_CP064352.1_3170943_3171797_neg,100.0,316,0,0,1,316,1,316,0.0,663.0,316,316,100.0,100.0
CDS_CP064352.1_1108338_1109307_neg,CDS_CP064352.1_1109514_1110413_pos,100.0,322,0,0,1,322,1,322,0.0,662.0,322,322,100.0,100.0
CDS_CP064352.1_4048607_4049549_neg,CDS_CP064352.1_4049593_4050030_neg,100.0,313,0,0,1,313,1,313,0.0,652.0,313,313,100.0,100.0
CDS_CP064352.1_1911256_1912222_neg,CDS_CP064352.1_1912231_1913556_neg,100.0,321,0,0,1,321,1,321,0.0,650.0,321,321,100.0,100.0
CDS_CP064352.1_3703863_3704820_neg,CDS_CP064352.1_3704967_3705089_neg,100.0,318,0,0,1,318,1,318,0.0,650.0,318,318,100.0,100.0
CDS_CP064352.1_5260756_5261737_neg,CDS_CP064352.1_5261733_5262296_neg,100.0,326,0,0,1,326,1,326,0.0,650.0,326,326,100.0,100.0
CDS_CP064352.1_827789_828731_pos,CDS_CP064352.1_828824_829813_pos,100.0,313,0,0,1,313,1,313,0.0,649.0,313,313,100.0,100.0
CDS_CP064352.1_2426969_2427908_neg,CDS_CP064352.1_2427904_2428658_neg,100.0,312,0,0,1,312,1,312,0.0,648.0,312,312,100.0,100.0
CDS_CP064352.1_2050729_2051683_neg,CDS_CP064352.1_2052382_2055368_pos,100.0,317,0,0,1,317,1,317,0.0,647.0,317,317,100.0,100.0
CDS_CP064352.1_1966735_1967650_neg,CDS_CP064352.1_1968311_1969354_neg,100.0,304,0,0,1,304,1,304,0.0,632.0,304,304,100.0,100.0
CDS_CP064352.1_1443905_1444859_pos,CDS_CP064352.1_1444860_1445373_neg,100.0,317,0,0,1,317,1,317,0.0,631.0,317,317,100.0,100.0
CDS_CP064352.1_1129993_1130920_pos,CDS_CP064352.1_1131333_1132256_neg,100.0,308,0,0,1,308,1,308,0.0,627.0,308,308,100.0,100.0
CDS_CP064352.1_4947249_4948179_pos,CDS_CP064352.1_4948529_4948670_neg,100.0,309,0,0,1,309,1,309,0.0,625.0,309,309,100.0,100.0
CDS_CP064352.1_4947249_4948179_pos,CDS_CP064352.1_4948313_4948550_neg,100.0,309,0,0,1,309,1,309,0.0,625.0,309,309,100.0,100.0
CDS_CP064352.1_4948313_4948550_neg,CDS_CP064352.1_4948529_4948670_neg,100.0,309,0,0,1,309,1,309,0.0,625.0,309,309,100.0,100.0
CDS_CP064352.1_1791740_1792640_neg,CDS_CP064352.1_1792650_1793864_neg,100.0,299,0,0,1,299,1,299,0.0,624.0,299,299,100.0,100.0
CDS_CP064352.1_175882_176782_pos,CDS_CP064352.1_176909_177220_neg,100.0,299,0,0,1,299,1,299,0.0,620.0,299,299,100.0,100.0
CDS_CP064352.1_5333714_5334599_pos,CDS_CP064352.1_5334723_5335523_pos,100.0,294,0,0,1,294,1,294,0.0,606.0,294,294,100.0,100.0
CDS_CP064352.1_1231847_1232777_pos,CDS_CP064352.1_1232766_1233572_pos,100.0,309,0,0,1,309,1,309,0.0,604.0,309,309,100.0,100.0
CDS_CP064352.1_1751031_1751901_neg,CDS_CP064352.1_1751988_1752629_pos,100.0,289,0,0,1,289,1,289,0.0,602.0,289,289,100.0,100.0
CDS_CP064352.1_1809080_1809965_pos,CDS_CP064352.1_1810534_1810918_neg,100.0,294,0,0,1,294,1,294,0.0,602.0,294,294,100.0,100.0
CDS_CP064352.1_1809080_1809965_pos,CDS_CP064352.1_1810046_1810345_neg,100.0,294,0,0,1,294,1,294,0.0,602.0,294,294,100.0,100.0
CDS_CP064352.1_1810046_1810345_neg,CDS_CP064352.1_1810534_1810918_neg,100.0,294,0,0,1,294,1,294,0.0,602.0,294,294,100.0,100.0
CDS_CP064352.1_1434907_1435795_neg,CDS_CP064352.1_1435955_1436750_pos,100.0,295,0,0,1,295,1,295,0.0,600.0,295,295,100.0,100.0
CDS_CP064352.1_3261041_3261863_neg,CDS_CP064352.1_3262091_3262999_neg,100.0,273,0,0,1,273,1,273,0.0,546.0,273,273,100.0,100.0
CDS_CP064352.1_1771858_1772635_neg,CDS_CP064352.1_1772638_1775008_neg,100.0,258,0,0,1,258,1,258,0.0,536.0,258,258,100.0,100.0
CDS_CP064352.1_822994_823741_pos,CDS_CP064352.1_824220_825077_pos,100.0,248,0,0,1,248,1,248,0.0,518.0,248,248,100.0,100.0
CDS_CP064352.1_3165374_3166154_neg,CDS_CP064352.1_3166797_3168167_pos,100.0,259,0,0,1,259,1,259,0.0,518.0,259,259,100.0,100.0
CDS_CP064352.1_4109021_4109747_pos,CDS_CP064352.1_4110224_4111858_pos,100.0,241,0,0,1,241,1,241,0.0,495.0,241,241,100.0,100.0
CDS_CP064352.1_1519362_1520079_neg,CDS_CP064352.1_1520251_1520437_pos,100.0,238,0,0,1,238,1,238,5.949999999999998e-179,488.0,238,238,100.0,100.0
CDS_CP064352.1_1383657_1384374_pos,CDS_CP064352.1_1385129_1386062_pos,100.0,238,0,0,1,238,1,238,1.8899999999999991e-177,484.0,238,238,100.0,100.0
CDS_CP064352.1_1383657_1384374_pos,CDS_CP064352.1_1384373_1385245_pos,100.0,238,0,0,1,238,1,238,1.8899999999999991e-177,484.0,238,238,100.0,100.0
CDS_CP064352.1_1384373_1385245_pos,CDS_CP064352.1_1385129_1386062_pos,100.0,238,0,0,1,238,1,238,1.8899999999999991e-177,484.0,238,238,100.0,100.0
CDS_CP064352.1_1373254_1373950_neg,CDS_CP064352.1_1374120_1374207_pos,100.0,231,0,0,1,231,1,231,1.5699999999999995e-172,471.0,231,231,100.0,100.0
CDS_CP064352.1_2084297_2084975_pos,CDS_CP064352.1_2085830_2086084_pos,100.0,225,0,0,1,225,1,225,6.929999999999998e-169,461.0,225,225,100.0,100.0
CDS_CP064352.1_2084297_2084975_pos,CDS_CP064352.1_2085452_2085816_pos,100.0,225,0,0,1,225,1,225,6.929999999999998e-169,461.0,225,225,100.0,100.0
CDS_CP064352.1_2085452_2085816_pos,CDS_CP064352.1_2085830_2086084_pos,100.0,225,0,0,1,225,1,225,6.929999999999998e-169,461.0,225,225,100.0,100.0
CDS_CP064352.1_1007129_1007768_neg,CDS_CP064352.1_1007894_1009745_pos,100.0,212,0,0,1,212,1,212,7.649999999999997e-161,440.0,212,212,100.0,100.0
CDS_CP064352.1_320012_320675_neg,CDS_CP064352.1_322035_323772_neg,100.0,220,0,0,1,220,1,220,1.6899999999999993e-160,439.0,220,220,100.0,100.0
CDS_CP064352.1_320012_320675_neg,CDS_CP064352.1_320871_322026_neg,100.0,220,0,0,1,220,1,220,1.6899999999999993e-160,439.0,220,220,100.0,100.0
CDS_CP064352.1_320871_322026_neg,CDS_CP064352.1_322035_323772_neg,100.0,220,0,0,1,220,1,220,1.6899999999999993e-160,439.0,220,220,100.0,100.0
CDS_CP064352.1_3453125_3453764_neg,CDS_CP064352.1_3453906_3454546_pos,100.0,212,0,0,1,212,1,212,4.619999999999999e-160,437.0,212,212,100.0,100.0
CDS_CP064352.1_1590727_1591345_pos,CDS_CP064352.1_2240191_2240809_neg,99.512,205,1,0,1,205,1,205,1.6599999999999995e-156,428.0,205,205,100.0,100.0
CDS_CP064352.1_4729368_4729971_neg,CDS_CP064352.1_4730014_4730721_pos,100.0,200,0,0,1,200,1,200,6.489999999999998e-148,406.0,200,200,100.0,100.0
CDS_CP064352.1_3573820_3574465_neg,CDS_CP064352.1_3574478_3575254_neg,100.0,214,0,0,1,214,1,214,1.0299999999999999e-147,407.0,214,214,100.0,100.0
CDS_CP064352.1_1445560_1446079_pos,CDS_CP064352.1_1447667_1447826_neg,100.0,172,0,0,1,172,1,172,2.2399999999999992e-129,357.0,172,172,100.0,100.0
CDS_CP064352.1_1445560_1446079_pos,CDS_CP064352.1_1446682_1447423_pos,100.0,172,0,0,1,172,1,172,2.2399999999999992e-129,357.0,172,172,100.0,100.0
CDS_CP064352.1_1445560_1446079_pos,CDS_CP064352.1_1446258_1446513_neg,100.0,172,0,0,1,172,1,172,2.2399999999999992e-129,357.0,172,172,100.0,100.0
CDS_CP064352.1_1446258_1446513_neg,CDS_CP064352.1_1447667_1447826_neg,100.0,172,0,0,1,172,1,172,2.2399999999999992e-129,357.0,172,172,100.0,100.0
CDS_CP064352.1_1446258_1446513_neg,CDS_CP064352.1_1446682_1447423_pos,100.0,172,0,0,1,172,1,172,2.2399999999999992e-129,357.0,172,172,100.0,100.0
CDS_CP064352.1_1446682_1447423_pos,CDS_CP064352.1_1447667_1447826_neg,100.0,172,0,0,1,172,1,172,2.2399999999999992e-129,357.0,172,172,100.0,100.0
CDS_CP064352.1_3578449_3579001_pos,CDS_CP064352.1_3579331_3579447_neg,100.0,183,0,0,1,183,1,183,7.529999999999998e-129,356.0,183,183,100.0,100.0
CDS_CP064352.1_1813318_1813810_neg,CDS_CP064352.1_1814443_1814922_pos,100.0,163,0,0,1,163,1,163,1.5099999999999996e-117,326.0,163,163,100.0,100.0
CDS_CP064352.1_3689014_3689491_pos,CDS_CP064352.1_3689490_3690725_pos,100.0,158,0,0,1,158,1,158,6.039999999999998e-117,324.0,158,158,100.0,100.0
CDS_CP064352.1_3308617_3309091_neg,CDS_CP064352.1_3309300_3310169_pos,100.0,157,0,0,1,157,1,157,5.929999999999999e-116,322.0,157,157,100.0,100.0
CDS_CP064352.1_286228_286690_pos,CDS_CP064352.1_286825_288116_pos,100.0,153,0,0,1,153,1,153,3.059999999999999e-114,317.0,153,153,100.0,100.0
CDS_CP064352.1_4850184_4850640_pos,CDS_CP064352.1_4850819_4852058_neg,100.0,151,0,0,1,151,1,151,3.529999999999999e-110,306.0,151,151,100.0,100.0
CDS_CP064352.1_1783753_1784245_neg,CDS_CP064352.1_1814443_1814922_pos,93.865,163,10,0,1,163,1,163,1.3599999999999998e-109,306.0,163,163,100.0,100.0
CDS_CP064352.1_1783753_1784245_neg,CDS_CP064352.1_1813318_1813810_neg,93.865,163,10,0,1,163,1,163,1.3599999999999998e-109,306.0,163,163,100.0,100.0
CDS_CP064352.1_87459_87939_pos,CDS_CP064352.1_1422608_1423088_pos,88.679,159,18,0,1,159,1,159,1.5599999999999997e-108,303.0,159,159,100.0,100.0
CDS_CP064352.1_4972535_4972976_neg,CDS_CP064352.1_4973121_4974102_neg,100.0,146,0,0,1,146,1,146,2.189999999999999e-107,299.0,146,146,100.0,100.0
CDS_CP064352.1_4972535_4972976_neg,CDS_CP064352.1_4973009_4973123_neg,100.0,146,0,0,1,146,1,146,2.189999999999999e-107,299.0,146,146,100.0,100.0
CDS_CP064352.1_4973009_4973123_neg,CDS_CP064352.1_4973121_4974102_neg,100.0,146,0,0,1,146,1,146,2.189999999999999e-107,299.0,146,146,100.0,100.0
CDS_CP064352.1_664138_664573_pos,CDS_CP064352.1_664582_666114_pos,100.0,144,0,0,1,144,1,144,1.19e-105,295.0,144,144,100.0,100.0
CDS_CP064352.1_4142053_4142482_pos,CDS_CP064352.1_4142618_4143442_pos,100.0,142,0,0,1,142,1,142,3.2799999999999984e-105,293.0,142,142,100.0,100.0
CDS_CP064352.1_2848425_2848827_neg,CDS_CP064352.1_2848938_2849306_neg,100.0,133,0,0,1,133,1,133,4.309999999999999e-98,275.0,133,133,100.0,100.0
CDS_CP064352.1_1518233_1518614_pos,CDS_CP064352.1_1518662_1519145_neg,100.0,126,0,0,1,126,1,126,6.569999999999999e-93,261.0,126,126,100.0,100.0
CDS_CP064352.1_593789_594170_pos,CDS_CP064352.1_595324_596081_pos,100.0,126,0,0,1,126,1,126,2.3299999999999996e-91,257.0,126,126,100.0,100.0
CDS_CP064352.1_593789_594170_pos,CDS_CP064352.1_594306_595260_pos,100.0,126,0,0,1,126,1,126,2.3299999999999996e-91,257.0,126,126,100.0,100.0
CDS_CP064352.1_594306_595260_pos,CDS_CP064352.1_595324_596081_pos,100.0,126,0,0,1,126,1,126,2.3299999999999996e-91,257.0,126,126,100.0,100.0
CDS_CP064352.1_4952571_4952946_neg,CDS_CP064352.1_4953082_4953542_neg,100.0,124,0,0,1,124,1,124,1.3499999999999998e-90,255.0,124,124,100.0,100.0
CDS_CP064352.1_4448115_4448484_pos,CDS_CP064352.1_4448756_4449275_pos,100.0,122,0,0,1,122,1,122,7.419999999999999e-88,248.0,122,122,100.0,100.0
CDS_CP064352.1_2709591_2709954_neg,CDS_CP064352.1_2709954_2710258_neg,100.0,120,0,0,1,120,1,120,2.3299999999999996e-87,246.0,120,120,100.0,100.0
CDS_CP064352.1_5089065_5089416_neg,CDS_CP064352.1_5089415_5089968_neg,100.0,116,0,0,1,116,1,116,4.269999999999999e-83,235.0,116,116,100.0,100.0
CDS_CP064352.1_3432573_3432918_pos,CDS_CP064352.1_3432962_3434224_pos,100.0,114,0,0,1,114,1,114,2.9999999999999993e-82,233.0,114,114,100.0,100.0
CDS_CP064352.1_2320936_2321260_pos,CDS_CP064352.1_2321565_2323586_neg,100.0,107,0,0,1,107,1,107,3.289999999999999e-79,225.0,107,107,100.0,100.0
CDS_CP064352.1_2839060_2839399_neg,CDS_CP064352.1_2839642_2841420_neg,100.0,112,0,0,1,112,1,112,1.9499999999999995e-77,221.0,112,112,100.0,100.0
CDS_CP064352.1_575629_575923_neg,CDS_CP064352.1_575922_576631_neg,100.0,97,0,0,1,97,1,97,6.689999999999999e-67,193.0,97,97,100.0,100.0
CDS_CP064352.1_660899_661181_pos,CDS_CP064352.1_661180_661809_pos,100.0,93,0,0,1,93,1,93,9.109999999999997e-65,187.0,93,93,100.0,100.0
CDS_CP064352.1_1100896_1101175_neg,CDS_CP064352.1_1101080_1101567_pos,100.0,92,0,0,1,92,1,92,2.7299999999999995e-62,181.0,92,92,100.0,100.0
CDS_CP064352.1_3460955_3461219_pos,CDS_CP064352.1_3461941_3462166_neg,100.0,87,0,0,1,87,1,87,5.159999999999999e-62,180.0,87,87,100.0,100.0
CDS_CP064352.1_3460955_3461219_pos,CDS_CP064352.1_3461504_3461615_neg,100.0,87,0,0,1,87,1,87,5.159999999999999e-62,180.0,87,87,100.0,100.0
CDS_CP064352.1_3460955_3461219_pos,CDS_CP064352.1_3461357_3461492_pos,100.0,87,0,0,1,87,1,87,5.159999999999999e-62,180.0,87,87,100.0,100.0
CDS_CP064352.1_3461357_3461492_pos,CDS_CP064352.1_3461941_3462166_neg,100.0,87,0,0,1,87,1,87,5.159999999999999e-62,180.0,87,87,100.0,100.0
CDS_CP064352.1_3461357_3461492_pos,CDS_CP064352.1_3461504_3461615_neg,100.0,87,0,0,1,87,1,87,5.159999999999999e-62,180.0,87,87,100.0,100.0
CDS_CP064352.1_3461504_3461615_neg,CDS_CP064352.1_3461941_3462166_neg,100.0,87,0,0,1,87,1,87,5.159999999999999e-62,180.0,87,87,100.0,100.0
CDS_CP064352.1_1810917_1811166_neg,CDS_CP064352.1_1811180_1811560_neg,100.0,82,0,0,1,82,1,82,1.0999999999999999e-57,168.0,82,82,100.0,100.0
CDS_CP064352.1_576703_576937_neg,CDS_CP064352.1_577674_578165_pos,100.0,77,0,0,1,77,1,77,2.96e-54,159.0,77,77,100.0,100.0
CDS_CP064352.1_576703_576937_neg,CDS_CP064352.1_577391_577607_pos,100.0,77,0,0,1,77,1,77,2.96e-54,159.0,77,77,100.0,100.0
CDS_CP064352.1_577391_577607_pos,CDS_CP064352.1_577674_578165_pos,100.0,77,0,0,1,77,1,77,2.96e-54,159.0,77,77,100.0,100.0
CDS_CP064352.1_2087403_2087622_neg,CDS_CP064352.1_2087773_2087995_neg,100.0,72,0,0,1,72,1,72,5.799999999999999e-50,148.0,72,72,100.0,100.0
CDS_CP064352.1_2090829_2091048_neg,CDS_CP064352.1_2092137_2093361_neg,100.0,72,0,0,1,72,1,72,1.76e-49,147.0,72,72,100.0,100.0
CDS_CP064352.1_2090829_2091048_neg,CDS_CP064352.1_2091255_2092104_neg,100.0,72,0,0,1,72,1,72,1.76e-49,147.0,72,72,100.0,100.0
CDS_CP064352.1_2091255_2092104_neg,CDS_CP064352.1_2092137_2093361_neg,100.0,72,0,0,1,72,1,72,1.76e-49,147.0,72,72,100.0,100.0
CDS_CP064352.1_2557691_2557898_neg,CDS_CP064352.1_2558140_2558928_neg,100.0,68,0,0,1,68,1,68,3.45e-44,133.0,68,68,100.0,100.0
CDS_CP064352.1_1322191_1322377_pos,CDS_CP064352.1_1982864_1983050_neg,93.443,61,4,0,1,61,1,61,2.3699999999999996e-34,108.0,61,61,100.0,100.0
CDS_CP064352.1_3268525_3268777_pos,CDS_CP064352.1_4619860_4620112_pos,95.181,83,4,0,1,83,1,83,2.9100000000000003e-33,107.0,83,83,100.0,100.0
CDS_CP064352.1_3448119_3449439_neg,CDS_CP064352.1_4313457_4314780_pos,86.758,438,58,0,1,438,1,438,0.0,814.0,439,440,99.77,99.55
CDS_CP064352.1_1625365_1627018_pos,CDS_CP064352.1_1657781_1659428_neg,92.67399999999999,546,40,0,1,546,1,546,0.0,1063.0,550,548,99.27,99.64
CDS_CP064352.1_2007180_2009184_neg,CDS_CP064352.1_4899022_4901014_pos,98.18700000000001,662,12,0,6,667,2,663,0.0,1355.0,667,663,99.25,99.85
CDS_CP064352.1_436553_437837_neg,CDS_CP064352.1_445639_446917_pos,87.711,415,51,0,1,415,1,415,0.0,754.0,427,425,97.19,97.65
CDS_CP064352.1_1982864_1983050_neg,CDS_CP064352.1_2115599_2115773_neg,94.34,53,3,0,1,53,1,53,2.2e-30,98.2,61,57,86.89,92.98
CDS_CP064352.1_1322191_1322377_pos,CDS_CP064352.1_2115599_2115773_neg,94.34,53,3,0,1,53,1,53,2.99e-30,97.8,61,57,86.89,92.98
